material_id,bandgap
8283662.vasp,4.864
8434496.vasp,7.062
8231748.vasp,7.084
8217501.vasp,6.675
8283670.vasp,5.011
8534205.vasp,7.157
8231751.vasp,7.014
8217498.vasp,6.661
7736654.vasp,6.8
6364652.vasp,0.534
6440272.vasp,0.942
8434579.vasp,3.15
8219211.vasp,1.663
8247351.vasp,1.388
180183.vasp,1.611
7773064.vasp,1.249
8229289.vasp,2.124
7827372.vasp,3.583
8534340.vasp,6.702
8247366.vasp,6.59
1230272.vasp,6.715
8258516.vasp,4.981
8434502.vasp,7.102
8229324.vasp,6.608
6411432.vasp,3.011
6287935.vasp,4.158
6250122.vasp,4.14
8258519.vasp,4.874
8434505.vasp,7.127
8231757.vasp,6.979
9661968.vasp,6.639
6364558.vasp,2.656
7987892.vasp,3.727
5458298.vasp,3.715
7755942.vasp,5.885
8534343.vasp,5.945
8219239.vasp,5.989
8295702.vasp,5.806
7837968.vasp,5.868
6453147.vasp,2.29
9131423.vasp,1.698
6364517.vasp,1.753
8289363.vasp,2.041
6398052.vasp,2.038
8534346.vasp,2.597
8219242.vasp,2.623
8247369.vasp,2.603
6410067.vasp,2.791
8258550.vasp,4.81
8534221.vasp,6.939
8869660.vasp,6.557
8227711.vasp,5.978
8257939.vasp,4.904
8434508.vasp,7.077
8219224.vasp,2.985
8216035.vasp,6.995
6126443.vasp,0.543
6428754.vasp,1.694
6398172.vasp,1.707
8534388.vasp,2.236
8727436.vasp,2.167
5449296.vasp,2.142
8208815.vasp,1.45
5449246.vasp,1.039
8258522.vasp,4.839
7761148.vasp,6.601
8534209.vasp,7.023
8872339.vasp,6.805
8232498.vasp,6.356
6355534.vasp,0.543
8434594.vasp,0.978
180187.vasp,1.028
5440226.vasp,3.773
6269108.vasp,5.094
8259817.vasp,4.82
8534212.vasp,7.121
8231788.vasp,6.643
8229333.vasp,6.128
9175559.vasp,6.585
6428758.vasp,1.483
5458293.vasp,1.759
8534391.vasp,2.325
180137.vasp,2.244
8208824.vasp,1.91
5449266.vasp,2.181
5458283.vasp,3.527
7827586.vasp,4.181
8231795.vasp,3.326
5619715.vasp,3.31
7830386.vasp,4.339
1927695.vasp,7.354
180709.vasp,7.161
6453275.vasp,3.268
5620701.vasp,2.667
8259820.vasp,4.137
8217018.vasp,5.012
8534215.vasp,7.156
8231798.vasp,6.808
8229646.vasp,6.264
8259823.vasp,3.43
5458268.vasp,2.899
8258525.vasp,4.068
8216114.vasp,5.003
8434511.vasp,7.132
8231760.vasp,6.883
8229327.vasp,6.616
8709285.vasp,3.484
6397982.vasp,1.011
5440231.vasp,2.919
8534361.vasp,1.771
1229248.vasp,5.829
6355483.vasp,2.523
8534224.vasp,4.165
8231801.vasp,4.184
8228983.vasp,5.021
7770314.vasp,6.99
8434514.vasp,7.082
8231766.vasp,7.046
8232488.vasp,6.861
7776992.vasp,1.727
8231769.vasp,1.636
8436308.vasp,4.688
1229236.vasp,2.032
5439306.vasp,4.169
5440236.vasp,4.916
1928845.vasp,7.266
7843230.vasp,6.636
6411480.vasp,3.006
8231804.vasp,7.41
5439321.vasp,3.468
8434597.vasp,0.83
9806526.vasp,1.051
5438811.vasp,3.131
6408413.vasp,3.762
8534367.vasp,3.641
8227702.vasp,4.045
5620023.vasp,3.341
6405750.vasp,3.971
8434600.vasp,4.715
8216038.vasp,4.727
5442386.vasp,2.475
8228794.vasp,3.85
8306661.vasp,3.309
8228797.vasp,4.032
8306587.vasp,4.691
8222311.vasp,0.705
8267035.vasp,0.997
8266581.vasp,0.997
8311528.vasp,1.604
8290636.vasp,1.495
8222465.vasp,0.997
8430458.vasp,2.202
8533193.vasp,1.181
8222033.vasp,0.557
7815894.vasp,4.671
7820726.vasp,4.678
8437695.vasp,7.15
5185147.vasp,7.045
8437728.vasp,3.048
8225401.vasp,2.799
7913036.vasp,2.498
2005825.vasp,2.329
8533887.vasp,2.332
1950046.vasp,2.356
8231308.vasp,2.352
7728872.vasp,2.285
2605209.vasp,2.324
42999.vasp,2.362
8305882.vasp,3.204
8227873.vasp,3.753
8305889.vasp,3.343
8227876.vasp,3.888
8314169.vasp,4.881
8305895.vasp,3.332
8314172.vasp,3.11
6443798.vasp,3.444
8307257.vasp,3.411
8304442.vasp,1.226
8283526.vasp,1.744
7756760.vasp,2.082
8217819.vasp,1.532
8289393.vasp,4.332
8302072.vasp,4.601
7780132.vasp,4.704
6357165.vasp,3.881
8289396.vasp,3.863
8302076.vasp,4.546
6451457.vasp,4.622
6443698.vasp,1.927
8289399.vasp,1.822
6451460.vasp,1.736
8283673.vasp,1.579
9660349.vasp,0.817
5440766.vasp,1.797
7774378.vasp,2.005
6411069.vasp,1.293
6396079.vasp,2.801
6405713.vasp,2.811
6451480.vasp,2.349
5450446.vasp,1.516
6443795.vasp,1.605
8217622.vasp,0.97
9971228.vasp,2.253
8436239.vasp,1.256
8305346.vasp,3.879
8305350.vasp,4.029
8307021.vasp,4.805
2012543.vasp,3.197
1950543.vasp,3.182
2605332.vasp,3.158
43274.vasp,2.996
8433178.vasp,0.54
8430446.vasp,0.697
8433157.vasp,0.696
8202533.vasp,0.704
8202302.vasp,0.565
44218.vasp,0.704
6446173.vasp,1.603
8232771.vasp,0.964
2065897.vasp,2.424
5438816.vasp,3.261
8305356.vasp,3.813
8534227.vasp,3.15
5439651.vasp,3.442
8305361.vasp,4.183
8991295.vasp,4.596
8289404.vasp,4.092
8228536.vasp,4.807
8531636.vasp,4.728
8222150.vasp,4.124
9235289.vasp,5.253
4425754.vasp,5.678
8267052.vasp,4.998
8290648.vasp,5.32
8223014.vasp,4.855
8430465.vasp,7.3
8433163.vasp,7.307
8212794.vasp,6.619
8219842.vasp,7.054
8201158.vasp,6.784
8538452.vasp,3.164
8213249.vasp,3.208
8531725.vasp,4.02
8298907.vasp,3.378
4732718.vasp,2.442
8430449.vasp,4.106
8551219.vasp,4.138
4732657.vasp,4.104
8212818.vasp,4.111
8202288.vasp,4.127
8204891.vasp,4.123
44479.vasp,4.102
8551227.vasp,1.743
9702431.vasp,1.834
8274735.vasp,0.959
8272706.vasp,1.097
8534294.vasp,1.919
8534482.vasp,1.789
8996394.vasp,1.879
7776658.vasp,1.835
8272779.vasp,0.546
8288355.vasp,0.821
8284947.vasp,4.04
8995219.vasp,2.825
8534464.vasp,2.075
2003055.vasp,2.243
2003153.vasp,4.185
9236664.vasp,0.847
805298.vasp,3.148
2023170.vasp,1.093
9137549.vasp,0.543
8218030.vasp,0.825
7775742.vasp,1.601
2003217.vasp,1.648
2000572.vasp,1.793
1928016.vasp,1.086
8218074.vasp,1.112
8218079.vasp,1.674
8534143.vasp,2.718
7781488.vasp,1.974
2003047.vasp,1.929
8272845.vasp,1.917
8551298.vasp,1.906
8991824.vasp,1.639
8995694.vasp,1.232
8535036.vasp,1.918
8995170.vasp,1.333
8309128.vasp,4.418
2016027.vasp,1.33
8243629.vasp,1.644
8218036.vasp,1.63
2003123.vasp,2.911
1928232.vasp,2.988
9001602.vasp,1.237
8434535.vasp,1.92
8434663.vasp,1.782
8435265.vasp,2.024
8276124.vasp,1.663
8243692.vasp,1.113
8272982.vasp,1.656
8309216.vasp,2.312
8534866.vasp,3.128
8435268.vasp,1.692
9939748.vasp,0.915
8274755.vasp,1.187
8273033.vasp,2.654
8285091.vasp,3.633
8273056.vasp,0.923
2003087.vasp,1.727
180845.vasp,3.958
8265349.vasp,3.621
2004338.vasp,3.985
180835.vasp,3.675
1952767.vasp,3.332
7902032.vasp,4.185
2605366.vasp,4.122
951077.vasp,3.601
8533298.vasp,2.325
8531765.vasp,1.569
8727266.vasp,1.552
8533301.vasp,0.782
8534037.vasp,1.992
8533248.vasp,2.365
2015777.vasp,0.913
9629890.vasp,0.525
2010787.vasp,0.524
2065829.vasp,2.07
8702809.vasp,2.042
1952008.vasp,1.8
8265384.vasp,1.777
8219998.vasp,1.95
8391727.vasp,2.078
4782159.vasp,1.68
180498.vasp,2.077
43187.vasp,1.81
8437604.vasp,4.585
8878737.vasp,4.509
8433241.vasp,2.287
9003297.vasp,4.554
2068405.vasp,4.586
2605516.vasp,4.568
8433244.vasp,2.301
8304694.vasp,1.964
8312039.vasp,1.82
8304702.vasp,3.234
8231564.vasp,3.227
8304712.vasp,3.806
8312048.vasp,3.674
8435442.vasp,3.829
8304716.vasp,3.774
8231494.vasp,3.772
8534043.vasp,2.205
9136771.vasp,0.922
8540540.vasp,0.967
2066230.vasp,1.092
8215554.vasp,0.971
9617031.vasp,0.792
8220001.vasp,0.69
9140644.vasp,0.922
9661802.vasp,1.052
8427907.vasp,3.939
2067361.vasp,3.829
9139364.vasp,3.782
8702670.vasp,3.655
2058249.vasp,3.544
8265422.vasp,3.575
8205352.vasp,3.569
1892572.vasp,3.869
8236834.vasp,3.655
2605526.vasp,3.895
9615434.vasp,3.652
8437607.vasp,4.48
8433250.vasp,2.252
8534062.vasp,0.929
2072567.vasp,4.546
2605527.vasp,4.424
8433253.vasp,2.279
2067398.vasp,3.131
8706051.vasp,2.992
8331999.vasp,3.176
2605621.vasp,3.196
8533229.vasp,1.682
9002665.vasp,0.931
2068064.vasp,0.809
9004763.vasp,4.732
1927593.vasp,4.554
8227039.vasp,4.119
2605590.vasp,4.557
9701108.vasp,2.385
8990527.vasp,2.38
8534053.vasp,2.068
8536792.vasp,4.303
8533232.vasp,2.266
8536748.vasp,4.144
8533235.vasp,2.326
8534501.vasp,0.674
1928125.vasp,0.673
8227069.vasp,0.537
2605989.vasp,0.832
8996067.vasp,2.788
9002992.vasp,4.088
2058388.vasp,4.099
8256208.vasp,4.094
2605748.vasp,4.291
9700177.vasp,1.919
7737748.vasp,1.919
8997541.vasp,4.306
8533262.vasp,2.432
6064061.vasp,0.57
8535218.vasp,2.526
8437579.vasp,4.541
8433256.vasp,2.28
2012897.vasp,1.302
8227072.vasp,0.921
2068139.vasp,4.59
8708364.vasp,4.235
2605686.vasp,4.572
8433232.vasp,2.283
9710654.vasp,1.177
107620.vasp,1.117
2002832.vasp,1.248
8256211.vasp,1.406
2605953.vasp,0.563
1928388.vasp,4.601
8230958.vasp,4.385
8433259.vasp,2.343
8534056.vasp,3.702
6418576.vasp,0.669
2071945.vasp,1.997
8547228.vasp,2.792
8991842.vasp,2.164
2003014.vasp,2.572
42977.vasp,4.663
5270639.vasp,4.986
7673828.vasp,4.87
9608535.vasp,4.132
8535732.vasp,2.449
4046285.vasp,2.422
6354405.vasp,2.602
8278748.vasp,3.581
6407665.vasp,3.543
6434065.vasp,2.613
8278751.vasp,4.335
6406072.vasp,4.117
8215030.vasp,4.363
5450541.vasp,4.596
9133778.vasp,3.565
8991746.vasp,3.545
9700522.vasp,8.777
2067667.vasp,0.781
2605764.vasp,1.011
6360319.vasp,0.548
7893080.vasp,1.374
5441521.vasp,1.442
7979224.vasp,1.529
7978382.vasp,1.502
6311689.vasp,2.296
8537854.vasp,7.227
219611.vasp,2.37
7817454.vasp,1.51
8532268.vasp,3.838
8437628.vasp,0.596
8434475.vasp,4.455
8305977.vasp,3.858
8305980.vasp,4.2
8519070.vasp,5.589
6802362.vasp,1.619
6354438.vasp,1.19
6910565.vasp,1.176
6791880.vasp,1.178
5456923.vasp,1.398
8256044.vasp,1.253
5441006.vasp,1.092
3767229.vasp,3.68
8643947.vasp,0.665
8534155.vasp,4.312
8302718.vasp,3.724
8305052.vasp,3.912
8248863.vasp,4.332
8305060.vasp,4.517
8307626.vasp,4.496
8248881.vasp,2.886
8534160.vasp,4.399
8305063.vasp,3.917
8248894.vasp,3.505
8305066.vasp,4.315
8314751.vasp,4.308
8245874.vasp,2.991
8242757.vasp,2.966
7788404.vasp,2.023
8437650.vasp,2.255
8217467.vasp,1.81
1895460.vasp,1.872
9695348.vasp,1.848
7839776.vasp,2.216
8643938.vasp,0.628
8534149.vasp,4.398
8305077.vasp,3.875
8305083.vasp,4.27
9205093.vasp,4.67
8534163.vasp,4.343
8305086.vasp,3.711
8248915.vasp,3.51
8305093.vasp,4.337
8307633.vasp,4.321
5183794.vasp,3.545
8306794.vasp,3.64
6357677.vasp,2.128
8256053.vasp,2.661
5441011.vasp,2.993
9695114.vasp,3.344
1927461.vasp,4.4
4797823.vasp,4.105
4797816.vasp,3.952
8305432.vasp,3.772
8305435.vasp,4.155
8534178.vasp,4.346
8305103.vasp,3.502
8227408.vasp,3.925
8701235.vasp,3.13
8708262.vasp,3.227
8708264.vasp,2.536
8305107.vasp,3.478
8227411.vasp,4.531
8307641.vasp,4.328
8533103.vasp,5.217
8536259.vasp,8.041
8997349.vasp,3.924
8533173.vasp,1.571
8522316.vasp,2.051
8997439.vasp,1.828
8533826.vasp,3.015
2002529.vasp,2.622
2058112.vasp,2.046
222544.vasp,2.59
8997160.vasp,2.571
8437073.vasp,3.488
1928502.vasp,0.667
8434469.vasp,4.342
8535870.vasp,4.275
8305110.vasp,3.897
8305113.vasp,4.323
8538182.vasp,1.075
2068311.vasp,2.003
2605873.vasp,1.647
2001360.vasp,3.419
2606066.vasp,4.216
8282008.vasp,2.594
8213417.vasp,3.967
8233536.vasp,2.815
8437067.vasp,3.682
8643971.vasp,0.624
8434472.vasp,4.36
8535845.vasp,4.274
8305438.vasp,3.743
8305441.vasp,4.119
2067450.vasp,1.592
6447139.vasp,1.484
8991289.vasp,2.512
3293189.vasp,2.889
2067092.vasp,2.348
2605772.vasp,2.403
8991747.vasp,3.774
5440016.vasp,2.982
5619311.vasp,3.13
5456913.vasp,3.377
8256072.vasp,3.103
6411196.vasp,3.109
5620423.vasp,2.246
5620079.vasp,3.124
7980700.vasp,3.645
5459373.vasp,4.019
6298959.vasp,4.565
6297922.vasp,4.563
8278763.vasp,4.614
5450536.vasp,4.557
5620849.vasp,2.251
8233545.vasp,2.616
8437082.vasp,3.666
1928322.vasp,0.667
9700507.vasp,0.624
8434481.vasp,4.354
8996637.vasp,4.194
8305116.vasp,3.744
8305119.vasp,4.314
2001579.vasp,3.443
1950845.vasp,2.5
8231300.vasp,2.706
2605844.vasp,3.544
8534167.vasp,4.512
8305123.vasp,3.721
8305127.vasp,4.293
5442741.vasp,0.625
8278766.vasp,3.244
5450546.vasp,3.243
6394517.vasp,2.529
6406058.vasp,3.12
6410867.vasp,4.303
8306798.vasp,3.843
8307315.vasp,4.249
5439696.vasp,0.815
9135756.vasp,0.779
5459403.vasp,0.806
6354745.vasp,1.191
5459393.vasp,1.397
8278772.vasp,1.879
5450516.vasp,2.217
6940125.vasp,0.782
6795950.vasp,0.782
6298006.vasp,1.235
8278775.vasp,1.043
5450631.vasp,1.095
6444046.vasp,2.711
8278778.vasp,4.096
4045997.vasp,4.289
8302810.vasp,1.699
4046047.vasp,3.228
8278781.vasp,3.96
4046049.vasp,3.959
5459408.vasp,1.413
8278784.vasp,2.316
5450571.vasp,2.216
6444031.vasp,1.373
6298998.vasp,1.825
6283490.vasp,2.027
8303220.vasp,2.075
5450606.vasp,2.103
6353450.vasp,0.996
5459378.vasp,1.409
6788073.vasp,1.875
6297661.vasp,1.879
7770128.vasp,1.878
6808055.vasp,2.94
6410871.vasp,3.434
8534152.vasp,0.962
8278796.vasp,2.112
5450626.vasp,1.92
8991741.vasp,4.384
8305133.vasp,3.92
8305136.vasp,4.321
8307654.vasp,4.506
2001630.vasp,2.256
2606151.vasp,3.281
7977438.vasp,2.218
6359201.vasp,1.905
2002706.vasp,1.22
1953085.vasp,0.815
8331993.vasp,2.409
8534171.vasp,4.462
8302835.vasp,3.479
6439655.vasp,3.399
8227465.vasp,3.705
8248981.vasp,3.671
8305445.vasp,3.477
9767248.vasp,4.346
8227468.vasp,4.289
8708359.vasp,2.721
7733454.vasp,2.098
8997597.vasp,2.326
8531657.vasp,4.16
8201578.vasp,1.493
5269747.vasp,4.507
6313640.vasp,3.988
8534893.vasp,3.135
8997960.vasp,1.371
8992794.vasp,2.047
8996311.vasp,0.832
8993767.vasp,1.527
8535439.vasp,3.065
2005541.vasp,6.174
8226797.vasp,4.838
2605845.vasp,5.528
8281919.vasp,2.975
8531461.vasp,3.068
2069891.vasp,2.947
8993424.vasp,1.362
2067898.vasp,1.41
4425466.vasp,2.439
4762478.vasp,1.247
2068233.vasp,4.106
8305150.vasp,3.057
8996804.vasp,2.069
1928001.vasp,0.557
8311898.vasp,2.343
8216483.vasp,2.673
1927831.vasp,0.588
2069939.vasp,2.807
2608104.vasp,2.241
8536350.vasp,1.286
8435484.vasp,2.492
8542126.vasp,2.862
8258126.vasp,2.808
8433112.vasp,4.85
8532188.vasp,1.857
8289947.vasp,2.341
8215956.vasp,2.709
8305153.vasp,3.292
8305161.vasp,2.773
2012732.vasp,0.931
2614047.vasp,1.314
8432798.vasp,1.542
8538701.vasp,2.091
8239487.vasp,1.495
8996851.vasp,1.851
8435370.vasp,2.045
8536179.vasp,3.251
8995976.vasp,2.786
8538261.vasp,1.529
8162758.vasp,1.567
8195666.vasp,1.589
7766370.vasp,0.827
8162762.vasp,1.556
7870718.vasp,1.817
9608608.vasp,0.825
8533106.vasp,2.937
8432572.vasp,2.32
8536274.vasp,2.219
8212238.vasp,2.267
5281797.vasp,1.649
8289116.vasp,2.397
8535092.vasp,2.757
8539041.vasp,2.086
8535095.vasp,1.701
8433124.vasp,3.546
8470206.vasp,3.946
8269163.vasp,3.568
8274347.vasp,2.874
8252315.vasp,2.823
8252176.vasp,2.84
8274374.vasp,2.766
8276821.vasp,2.866
8213296.vasp,2.848
8995857.vasp,2.23
2069277.vasp,0.705
8277604.vasp,1.763
8204438.vasp,1.782
8219163.vasp,2.27
5466364.vasp,2.611
8531845.vasp,0.537
8534896.vasp,3.216
8432801.vasp,2.377
8436412.vasp,2.386
4732464.vasp,3.313
8276008.vasp,2.483
180430.vasp,2.604
8534902.vasp,2.338
2069620.vasp,2.296
8534869.vasp,1.17
5450151.vasp,4.245
6444150.vasp,1.979
5450656.vasp,3.564
5458823.vasp,2.961
5450111.vasp,2.781
5458953.vasp,0.794
8533090.vasp,4.255
8266639.vasp,4.328
8269167.vasp,4.328
8286894.vasp,4.233
8536262.vasp,4.168
8267081.vasp,4.311
8212733.vasp,4.183
8287024.vasp,4.151
8290654.vasp,4.238
8213318.vasp,4.201
1929051.vasp,2.181
5456788.vasp,0.79
8435373.vasp,1.96
8998270.vasp,1.076
8240426.vasp,1.136
8998267.vasp,1.699
8435376.vasp,1.911
8233416.vasp,0.85
8233419.vasp,0.895
1928150.vasp,1.164
8435391.vasp,1.708
8995780.vasp,1.134
8996566.vasp,0.892
8996116.vasp,1.311
8997533.vasp,2.191
8996069.vasp,2.149
8535473.vasp,1.051
8996036.vasp,1.607
8533176.vasp,1.56
8995971.vasp,1.191
8209041.vasp,0.888
8206450.vasp,0.901
8537894.vasp,3.45
8289125.vasp,1.096
8291904.vasp,0.642
8538794.vasp,0.851
8233383.vasp,1.616
8206468.vasp,1.304
8209062.vasp,2.103
8430556.vasp,0.79
9695097.vasp,1.701
5456763.vasp,1.207
8433187.vasp,1.377
8290657.vasp,1.102
8430468.vasp,1.029
8433166.vasp,0.904
8252320.vasp,0.927
8236360.vasp,0.776
8274377.vasp,0.761
8219845.vasp,0.886
8213327.vasp,0.929
8311538.vasp,0.864
8871302.vasp,0.7
1927983.vasp,0.65
8869143.vasp,1.49
9661879.vasp,1.118
8990213.vasp,0.979
8206477.vasp,1.216
8209072.vasp,2.433
2070028.vasp,0.851
2606428.vasp,0.98
8208138.vasp,2.405
9664382.vasp,1.881
9700142.vasp,1.852
6447035.vasp,1.188
6410961.vasp,0.881
5459328.vasp,1.345
6451927.vasp,1.171
8522138.vasp,0.785
8535257.vasp,1.005
8285188.vasp,1.009
6452142.vasp,0.684
5458853.vasp,1.206
6411186.vasp,0.687
8297845.vasp,1.043
8256088.vasp,1.255
9695087.vasp,1.253
8266646.vasp,1.193
8290660.vasp,1.177
9614929.vasp,1.115
8522289.vasp,1.048
8286897.vasp,0.875
8533140.vasp,1.027
8267104.vasp,1.076
8212727.vasp,0.929
8287028.vasp,0.88
8219854.vasp,1.001
9615188.vasp,1.052
8311541.vasp,0.894
8535308.vasp,0.628
6455073.vasp,0.762
8535714.vasp,3.21
6867963.vasp,0.749
6802577.vasp,0.75
5442491.vasp,0.811
8997250.vasp,5.254
6447748.vasp,1.473
6449867.vasp,1.013
6455090.vasp,0.71
8992257.vasp,1.122
8992296.vasp,0.718
8992258.vasp,0.994
9954235.vasp,0.923
6447487.vasp,0.711
8991692.vasp,3.14
5442481.vasp,1.147
1928927.vasp,8.19
8226564.vasp,7.285
1219682.vasp,3.137
1087295.vasp,3.142
6358588.vasp,1.547
6312202.vasp,1.909
8437027.vasp,2.488
6409882.vasp,2.47
8434949.vasp,2.208
7753190.vasp,2.153
6213128.vasp,1.205
8996513.vasp,1.679
8216565.vasp,1.218
8233500.vasp,7.158
7839252.vasp,6.448
8993346.vasp,1.352
8209002.vasp,3.489
8534935.vasp,3.266
8996889.vasp,5.955
8233503.vasp,2.693
8997001.vasp,6.734
5446821.vasp,1.838
4046088.vasp,2.992
8437030.vasp,0.84
8535720.vasp,2.051
8535741.vasp,2.295
6297613.vasp,2.058
6278981.vasp,0.61
8997028.vasp,8.366
6844240.vasp,5.68
6278461.vasp,5.597
5446801.vasp,5.698
8996904.vasp,3.904
8997034.vasp,7.956
8437034.vasp,4.707
6449761.vasp,2.048
6833544.vasp,1.078
6802555.vasp,1.076
5463204.vasp,0.664
5618033.vasp,0.859
6412344.vasp,0.776
8993137.vasp,1.132
5463304.vasp,0.938
6837560.vasp,1.331
6802851.vasp,1.105
5463264.vasp,1.133
8991346.vasp,1.628
5463074.vasp,1.504
5463084.vasp,0.647
1927762.vasp,1.672
8547232.vasp,2.024
8991666.vasp,3.108
8991363.vasp,1.158
8991686.vasp,1.948
6872721.vasp,1.42
6790662.vasp,1.403
6844390.vasp,1.788
5463324.vasp,1.482
8712335.vasp,1.033
8710019.vasp,1.459
8992451.vasp,0.537
5463124.vasp,0.768
6408935.vasp,1.066
8434687.vasp,3.025
7869718.vasp,1.138
7675410.vasp,2.124
5187224.vasp,2.284
7870578.vasp,2.391
7675572.vasp,2.193
5269522.vasp,2.121
8533864.vasp,2.566
9693146.vasp,2.733
9608540.vasp,2.364
8160238.vasp,2.966
9660220.vasp,2.398
8229572.vasp,0.676
4046228.vasp,2.325
6354429.vasp,2.818
5456803.vasp,3.692
8303224.vasp,3.15
8217363.vasp,3.147
6444566.vasp,4.248
8303227.vasp,4.534
5450341.vasp,4.519
8533820.vasp,0.749
2005394.vasp,0.736
2606764.vasp,0.613
8208424.vasp,4.155
7902132.vasp,3.246
9695493.vasp,3.061
9954220.vasp,2.959
9951056.vasp,1.129
6360534.vasp,1.127
6457123.vasp,2.088
8537867.vasp,7.117
4732631.vasp,7.224
8536407.vasp,2.505
8207933.vasp,3.685
5272784.vasp,3.59
8643911.vasp,0.634
8996554.vasp,0.64
8995202.vasp,4.302
8305983.vasp,3.258
8227905.vasp,3.875
8305992.vasp,3.534
8227908.vasp,4.161
8291037.vasp,4.525
6450425.vasp,1.223
5438781.vasp,1.193
5456833.vasp,1.416
5440996.vasp,1.639
8535808.vasp,0.518
8535159.vasp,4.405
8302848.vasp,3.326
8305585.vasp,3.312
8305460.vasp,3.928
8314857.vasp,2.821
8302853.vasp,3.449
8305590.vasp,3.419
8260433.vasp,4.291
8229547.vasp,4.551
8643932.vasp,0.661
8535163.vasp,4.49
8305593.vasp,3.366
8229727.vasp,3.865
8232753.vasp,3.387
8305597.vasp,3.442
8229730.vasp,4.123
8220388.vasp,4.555
8727063.vasp,2.599
7784416.vasp,2.183
8312545.vasp,2.076
8229391.vasp,1.651
6450308.vasp,2.303
9037223.vasp,0.614
8437058.vasp,0.583
8535152.vasp,4.361
8305611.vasp,3.305
8305466.vasp,3.88
8305614.vasp,3.495
8260447.vasp,4.269
8229575.vasp,4.579
9196784.vasp,4.332
8531363.vasp,1.38
8432889.vasp,1.38
9037707.vasp,0.658
8535811.vasp,0.523
8996103.vasp,4.433
8305617.vasp,3.27
8879117.vasp,3.455
8229044.vasp,3.905
8232857.vasp,2.97
8232669.vasp,3.361
8305621.vasp,3.496
8879060.vasp,4.172
8229047.vasp,4.258
8220341.vasp,4.525
8714257.vasp,2.775
1926983.vasp,3.658
7909464.vasp,3.24
8306814.vasp,3.083
6357681.vasp,3.497
5456808.vasp,2.56
5446525.vasp,3.036
8232724.vasp,2.187
1928128.vasp,0.773
1928541.vasp,0.653
1927968.vasp,4.124
8305630.vasp,3.299
8305472.vasp,3.825
8305633.vasp,3.432
8305476.vasp,4.09
8314885.vasp,3.988
8291046.vasp,4.638
8535179.vasp,4.554
8305636.vasp,3.386
8305164.vasp,3.941
8262721.vasp,3.284
8305639.vasp,3.383
8260455.vasp,4.211
8229559.vasp,4.505
8536256.vasp,5.137
8432557.vasp,7.705
9700667.vasp,8.021
8299044.vasp,6.585
9661255.vasp,6.929
43893.vasp,6.549
903050.vasp,3.75
8224743.vasp,2.913
4732516.vasp,1.526
8432554.vasp,1.603
8522325.vasp,1.583
1928600.vasp,1.582
8232155.vasp,0.776
7822882.vasp,2.724
1928145.vasp,2.495
2335037.vasp,2.625
158541.vasp,2.497
158533.vasp,2.328
1949406.vasp,1.755
1902190.vasp,1.879
2607031.vasp,2.209
181957.vasp,1.748
8233518.vasp,2.574
8437049.vasp,3.633
1928477.vasp,0.656
1928365.vasp,0.533
8437055.vasp,4.071
8435211.vasp,4.194
8305650.vasp,3.304
8305479.vasp,4.006
8305659.vasp,3.472
8283346.vasp,4.175
8229579.vasp,4.516
8207942.vasp,0.97
1927440.vasp,0.965
2003277.vasp,1.898
5227365.vasp,5.24
2002891.vasp,4.349
2606955.vasp,4.188
995767.vasp,3.432
9697713.vasp,2.648
8282015.vasp,2.854
8233512.vasp,2.491
8437043.vasp,3.507
1928044.vasp,0.655
1928359.vasp,0.688
8437061.vasp,4.123
8995343.vasp,4.164
8305662.vasp,3.342
8305483.vasp,4.014
8305666.vasp,3.509
8283349.vasp,4.188
8314897.vasp,3.882
8229582.vasp,4.534
2003033.vasp,1.196
8533829.vasp,1.636
1927782.vasp,1.647
8535803.vasp,0.642
9001511.vasp,4.284
8229380.vasp,2.572
5440011.vasp,2.953
5619291.vasp,3.296
5456823.vasp,3.787
5441001.vasp,3.105
5619947.vasp,3.334
5459103.vasp,3.978
5450326.vasp,4.64
5620813.vasp,2.262
8208782.vasp,2.559
8434398.vasp,3.702
9037710.vasp,0.661
8208788.vasp,0.758
8534105.vasp,4.169
8435217.vasp,4.261
8305669.vasp,3.356
8229761.vasp,3.909
8305675.vasp,3.356
8229767.vasp,4.274
8277140.vasp,4.081
8277089.vasp,4.63
8869474.vasp,2.776
8391715.vasp,3.663
5441631.vasp,0.629
9695629.vasp,2.824
8282021.vasp,2.887
6360869.vasp,2.002
7979064.vasp,2.624
5441656.vasp,0.947
6417187.vasp,1.754
8535182.vasp,2.563
8535187.vasp,4.045
8208689.vasp,3.012
57171.vasp,3.175
1949589.vasp,2.546
180098.vasp,2.505
2606963.vasp,3.003
42622.vasp,2.548
9036532.vasp,0.652
8996569.vasp,0.506
8535166.vasp,4.42
8305678.vasp,3.198
8227976.vasp,3.917
8314909.vasp,2.927
8533797.vasp,0.501
8305682.vasp,3.527
8227979.vasp,4.27
8229586.vasp,4.464
8709746.vasp,2.609
8434681.vasp,0.809
5450251.vasp,3.929
6353658.vasp,2.625
6313626.vasp,3.265
7894038.vasp,3.892
5450256.vasp,3.914
8306820.vasp,3.106
7834718.vasp,3.664
7842428.vasp,3.938
5439621.vasp,0.718
5459073.vasp,0.843
6329822.vasp,1.045
6353639.vasp,1.271
5459053.vasp,1.539
5450246.vasp,2.052
7740618.vasp,1.645
6406966.vasp,3.001
4046012.vasp,4.437
8305685.vasp,1.964
