material_id,bandgap,is_train
7827802.cif,3.262,TRUE
7827836.cif,5.249,TRUE
7827922.cif,0.587,TRUE
7827944.cif,0.591,TRUE
7828092.cif,0.785,TRUE
7828332.cif,1.585,TRUE
7828672.cif,1.618,TRUE
7828764.cif,1.583,TRUE
7828968.cif,1.587,TRUE
7828978.cif,1.02,TRUE
7829026.cif,2.735,TRUE
7829762.cif,6.956,TRUE
7829982.cif,6.872,TRUE
7830386.cif,7.157,TRUE
7830744.cif,6.865,TRUE
7830960.cif,5.164,TRUE
7831104.cif,2.67,TRUE
7831146.cif,2.264,TRUE
7831344.cif,2.532,TRUE
7831756.cif,2.036,TRUE
7831766.cif,4.097,TRUE
7832330.cif,5.246,TRUE
7832504.cif,6.055,TRUE
7832570.cif,5.873,TRUE
7832622.cif,6.255,TRUE
7832662.cif,6.093,TRUE
7832812.cif,1.588,TRUE
7832854.cif,1.594,TRUE
7833042.cif,2.38,TRUE
7833198.cif,2.381,TRUE
7833420.cif,2.382,TRUE
7833510.cif,2.415,TRUE
7833920.cif,2.63,TRUE
7834416.cif,4.842,TRUE
7834670.cif,6.757,TRUE
7834718.cif,4.434,TRUE
7834804.cif,5.413,TRUE
7835400.cif,8,TRUE
7835500.cif,3.568,TRUE
7835576.cif,3.443,TRUE
7835692.cif,1.566,TRUE
7835982.cif,1.561,TRUE
7836184.cif,2.16,TRUE
7836332.cif,1.963,TRUE
7836418.cif,2.158,TRUE
7836480.cif,2.156,TRUE
7836678.cif,1.763,TRUE
7836738.cif,1.778,TRUE
7836832.cif,4.977,TRUE
7837122.cif,6.957,TRUE
7837280.cif,4.975,TRUE
7837476.cif,0.789,TRUE
7837548.cif,0.789,TRUE
7837742.cif,0.99,TRUE
7837968.cif,1.388,TRUE
7838056.cif,2.189,TRUE
7838196.cif,2.185,TRUE
7838460.cif,1.989,TRUE
7839228.cif,2.241,TRUE
7839252.cif,1.978,TRUE
7839416.cif,1.784,TRUE
7839698.cif,4.212,TRUE
7839776.cif,2.282,TRUE
7839860.cif,4.433,TRUE
7840194.cif,4.35,TRUE
7840432.cif,3.141,TRUE
7840552.cif,3.984,TRUE
7840818.cif,3.991,TRUE
7840902.cif,4.009,TRUE
7841252.cif,7.088,TRUE
7841268.cif,7.083,TRUE
7841656.cif,2.881,TRUE
7841764.cif,2.264,TRUE
7841896.cif,7.185,TRUE
7841908.cif,5.246,TRUE
7841940.cif,1.58,TRUE
7842314.cif,1.453,TRUE
7842344.cif,1.427,TRUE
7842428.cif,1.961,TRUE
7843230.cif,2.763,TRUE
7843450.cif,0.774,TRUE
7843530.cif,1.745,TRUE
7844254.cif,4.08,TRUE
7844304.cif,3.908,TRUE
7844594.cif,3.883,TRUE
7844636.cif,4.085,TRUE
7844844.cif,4.084,TRUE
7869718.cif,4.1,TRUE
7870578.cif,7.753,TRUE
7870718.cif,4.349,TRUE
7892660.cif,1.979,TRUE
7892678.cif,4.348,TRUE
7892886.cif,1.981,TRUE
7892966.cif,2.044,TRUE
7893080.cif,1.964,TRUE
7893952.cif,4.236,TRUE
7893994.cif,4.233,TRUE
7894346.cif,7.366,TRUE
7894388.cif,3.065,TRUE
7901962.cif,7.354,TRUE
7902032.cif,7.352,TRUE
7902126.cif,3.744,TRUE
7902132.cif,3.866,TRUE
7905020.cif,4.099,TRUE
7905038.cif,2.024,TRUE
7907436.cif,3.589,TRUE
7907750.cif,0.874,TRUE
7908476.cif,1.079,TRUE
7908482.cif,0.544,TRUE
7913026.cif,0.891,TRUE
7913036.cif,1.354,TRUE
7913040.cif,1.364,TRUE
7913500.cif,0.547,TRUE
7913504.cif,2.817,TRUE
7914476.cif,1.807,TRUE
7914480.cif,2.698,TRUE
7914486.cif,4.344,TRUE
7914492.cif,4.362,TRUE
7914530.cif,8.103,TRUE
7917938.cif,7.651,TRUE
7918414.cif,7.944,TRUE
7918420.cif,2.698,TRUE
7918600.cif,2.602,TRUE
7919074.cif,3.256,TRUE
7919096.cif,4.814,TRUE
7919112.cif,4.855,TRUE
7977396.cif,0.554,TRUE
7977432.cif,3.259,TRUE
7977438.cif,3.948,TRUE
7977658.cif,3.799,TRUE
7977714.cif,5.005,TRUE
7978264.cif,2.275,TRUE
7978336.cif,5.72,TRUE
7978382.cif,4.033,TRUE
7978414.cif,4.804,TRUE
7978450.cif,3.235,TRUE
7978458.cif,0.678,TRUE
7978640.cif,0.956,TRUE
7978662.cif,0.567,TRUE
7978798.cif,0.568,TRUE
7978876.cif,1.515,TRUE
7979086.cif,1.484,TRUE
7979134.cif,1.219,TRUE
7979144.cif,1.506,TRUE
7979224.cif,2.412,TRUE
7979268.cif,2.311,TRUE
7980486.cif,0.673,TRUE
7980666.cif,3.667,TRUE
7980700.cif,6.107,TRUE
7981520.cif,3.979,TRUE
7982650.cif,5.088,TRUE
7987300.cif,4.12,TRUE
7987760.cif,5.009,TRUE
7987792.cif,3.354,TRUE
7987846.cif,0.818,TRUE
7987892.cif,1.56,TRUE
7988034.cif,1.563,TRUE
7988078.cif,0.812,TRUE
7988178.cif,2.981,TRUE
7988396.cif,6.94,TRUE
805298.cif,6.942,TRUE
8158826.cif,6.71,TRUE
8158832.cif,1.341,TRUE
8158894.cif,4.184,TRUE
8158898.cif,5.029,TRUE
8158902.cif,6.82,TRUE
8160540.cif,2.819,TRUE
8162758.cif,2.127,TRUE
8163492.cif,2.698,TRUE
8165148.cif,1.501,TRUE
8195662.cif,4.081,TRUE
8195666.cif,4.065,TRUE
8195910.cif,4.087,TRUE
8198622.cif,4.107,TRUE
8200198.cif,5.111,TRUE
8200406.cif,3.354,TRUE
8200777.cif,2.028,TRUE
8201078.cif,3.252,TRUE
8201122.cif,6.071,TRUE
8201158.cif,5.839,TRUE
8201371.cif,6.067,TRUE
8201381.cif,6.079,TRUE
8201578.cif,1.607,TRUE
8201583.cif,1.22,TRUE
8201588.cif,1.221,TRUE
8201602.cif,1.644,TRUE
8202055.cif,2.538,TRUE
8202076.cif,2.526,TRUE
8202086.cif,2.542,TRUE
8202223.cif,2.403,TRUE
8202279.cif,2.543,TRUE
8202285.cif,3.925,TRUE
8202288.cif,4.786,TRUE
8202291.cif,6.832,TRUE
8202302.cif,8.708,TRUE
8202348.cif,4.069,TRUE
8202533.cif,5.047,TRUE
8202658.cif,7.008,TRUE
8202809.cif,0.56,TRUE
8203862.cif,1.278,TRUE
8203956.cif,1.583,TRUE
8204119.cif,2.277,TRUE
8204160.cif,4.197,TRUE
8204163.cif,5.01,TRUE
8204175.cif,6.939,TRUE
8204181.cif,0.886,TRUE
8204187.cif,0.878,TRUE
8204223.cif,5.155,TRUE
8204229.cif,4.043,TRUE
8204250.cif,4.846,TRUE
8204262.cif,0.987,TRUE
8204269.cif,0.841,TRUE
8204272.cif,1.081,TRUE
8204284.cif,2.122,TRUE
8204287.cif,3.164,TRUE
8204290.cif,4.163,TRUE
8204293.cif,3.192,TRUE
8204296.cif,4.073,TRUE
8204299.cif,7.556,TRUE
8204302.cif,7.522,TRUE
8204305.cif,7.916,TRUE
8204315.cif,2.465,TRUE
8204318.cif,4.151,TRUE
8204324.cif,5.03,TRUE
8204333.cif,6.676,TRUE
8204372.cif,4.12,TRUE
8204411.cif,4.969,TRUE
8204414.cif,6.875,TRUE
8204423.cif,3.366,TRUE
8204426.cif,0.897,TRUE
8204438.cif,1.067,TRUE
8204453.cif,1.294,TRUE
8204456.cif,5.802,TRUE
8204465.cif,5.779,TRUE
8204474.cif,0.944,TRUE
8204501.cif,2.027,TRUE
8204507.cif,4.089,TRUE
8204525.cif,5.108,TRUE
8204543.cif,7.416,TRUE
8204657.cif,7.082,TRUE
8204669.cif,3.382,TRUE
8204681.cif,1.503,TRUE
8204693.cif,1.493,TRUE
8204780.cif,1.336,TRUE
8204801.cif,4.251,TRUE
8204867.cif,5.058,TRUE
8204879.cif,6.846,TRUE
8204964.cif,7.283,TRUE
8204976.cif,6.843,TRUE
8205015.cif,7.067,TRUE
8205067.cif,0.77,TRUE
8205123.cif,0.588,TRUE
8205199.cif,0.901,TRUE
8205208.cif,7.038,TRUE
8205211.cif,6.806,TRUE
8205352.cif,3.002,TRUE
8205648.cif,4.062,TRUE
8205889.cif,1.512,TRUE
8206450.cif,2.073,TRUE
8206468.cif,1.404,TRUE
8206477.cif,1.408,TRUE
8206498.cif,6.295,TRUE
8206638.cif,3.717,TRUE
8206644.cif,1.827,TRUE
8206695.cif,2.514,TRUE
8207890.cif,3.538,TRUE
8207893.cif,4.322,TRUE
8207907.cif,4.67,TRUE
8207933.cif,5.984,TRUE
8207942.cif,2.341,TRUE
8207945.cif,2.094,TRUE
8207951.cif,2.922,TRUE
8207963.cif,3.166,TRUE
8208044.cif,3.018,TRUE
8208074.cif,2.285,TRUE
8208077.cif,1.89,TRUE
8208086.cif,1.242,TRUE
8208138.cif,0.842,TRUE
8208256.cif,2.093,TRUE
8208286.cif,2.124,TRUE
8208316.cif,1.665,TRUE
8208415.cif,2.492,TRUE
8208421.cif,2.904,TRUE
8208424.cif,2.481,TRUE
8208451.cif,3.807,TRUE
8208481.cif,3.15,TRUE
8208514.cif,2.039,TRUE
8208523.cif,1.489,TRUE
8208549.cif,4.872,TRUE
8208555.cif,4.401,TRUE
8208579.cif,2.664,TRUE
8208689.cif,2.93,TRUE
8208716.cif,3.627,TRUE
8208782.cif,0.934,TRUE
8208788.cif,0.678,TRUE
8208794.cif,2.966,TRUE
8208815.cif,1.061,TRUE
8208824.cif,3.044,TRUE
8208827.cif,3.874,TRUE
8208839.cif,1.955,TRUE
8208869.cif,2.361,TRUE
8208872.cif,1.503,TRUE
8208881.cif,1.35,TRUE
8208899.cif,1.396,TRUE
8208902.cif,1.206,TRUE
8208917.cif,1.484,TRUE
8208930.cif,2.448,TRUE
8208945.cif,2.162,TRUE
8208948.cif,2.738,TRUE
8208967.cif,0.961,TRUE
8208974.cif,0.959,TRUE
8208983.cif,1.647,TRUE
8209002.cif,1.493,TRUE
8209020.cif,1.642,TRUE
8209029.cif,2.314,TRUE
8209041.cif,2.314,TRUE
8209072.cif,1.093,TRUE
8209081.cif,4.063,TRUE
8209100.cif,1.959,TRUE
8209110.cif,1.386,TRUE
8209122.cif,2.451,TRUE
8209134.cif,3.099,TRUE
8209137.cif,3.07,TRUE
8209304.cif,1.863,TRUE
8209351.cif,3.969,TRUE
8209365.cif,1.356,TRUE
8209407.cif,1.509,TRUE
8209417.cif,2.115,TRUE
8210611.cif,1.208,TRUE
8210956.cif,2.599,TRUE
8211066.cif,1.38,TRUE
8211540.cif,1.23,TRUE
8211959.cif,1.916,TRUE
8212238.cif,1.969,TRUE
8212258.cif,3.882,TRUE
8212284.cif,3.508,TRUE
8212287.cif,1.221,TRUE
8212344.cif,0.819,TRUE
8212348.cif,1.967,TRUE
8212384.cif,0.819,TRUE
8212387.cif,3.233,TRUE
8212390.cif,3.596,TRUE
8212450.cif,2.39,TRUE
8212535.cif,3.247,TRUE
8212538.cif,1.648,TRUE
8212547.cif,3.572,TRUE
8212680.cif,3.459,TRUE
8212699.cif,0.565,TRUE
8212702.cif,1.651,TRUE
8212727.cif,1.905,TRUE
8212733.cif,1.089,TRUE
8212742.cif,2.563,TRUE
8212794.cif,0.665,TRUE
8212806.cif,0.658,TRUE
8212809.cif,1.181,TRUE
8212818.cif,1.123,TRUE
8212833.cif,1.308,TRUE
8212919.cif,1.314,TRUE
8212928.cif,0.802,TRUE
8213070.cif,2.704,TRUE
8213073.cif,3.23,TRUE
8213111.cif,3.356,TRUE
8213187.cif,3.761,TRUE
8213193.cif,4.092,TRUE
8213249.cif,4.717,TRUE
8213255.cif,0.673,TRUE
8213296.cif,0.54,TRUE
8213306.cif,3.527,TRUE
8213312.cif,4.771,TRUE
8213318.cif,4.767,TRUE
8213321.cif,4.976,TRUE
8213327.cif,4.976,TRUE
8213342.cif,7.304,TRUE
8213363.cif,7.308,TRUE
8213366.cif,6.811,TRUE
8213378.cif,6.719,TRUE
8213384.cif,3.537,TRUE
8213414.cif,3.351,TRUE
8213417.cif,2.131,TRUE
8214699.cif,1.015,TRUE
8214724.cif,3.524,TRUE
8214732.cif,2.043,TRUE
8214735.cif,2.187,TRUE
8214910.cif,2.566,TRUE
8214913.cif,2.186,TRUE
8214941.cif,3.738,TRUE
8214954.cif,3.633,TRUE
8214957.cif,3.356,TRUE
8215015.cif,3.739,TRUE
8215021.cif,3.353,TRUE
8215030.cif,3.378,TRUE
8215035.cif,3.22,TRUE
8215151.cif,3.628,TRUE
8215164.cif,3.778,TRUE
8215167.cif,3.202,TRUE
8215202.cif,3.964,TRUE
8215211.cif,1.774,TRUE
8215217.cif,1.937,TRUE
8215252.cif,3.879,TRUE
8215521.cif,4.765,TRUE
8215527.cif,3.758,TRUE
8215584.cif,4.026,TRUE
8215587.cif,4.776,TRUE
8215590.cif,4.632,TRUE
8215690.cif,3.951,TRUE
8215697.cif,4.788,TRUE
8215703.cif,7.126,TRUE
8215721.cif,7.019,TRUE
8215768.cif,3.303,TRUE
8215785.cif,3.859,TRUE
8215800.cif,3.943,TRUE
8215806.cif,4.785,TRUE
8215828.cif,0.813,TRUE
8215831.cif,0.995,TRUE
8215834.cif,1.05,TRUE
8215848.cif,0.702,TRUE
8215863.cif,1.556,TRUE
8215866.cif,1.666,TRUE
8215869.cif,0.54,TRUE
8215872.cif,1.237,TRUE
8215881.cif,1.114,TRUE
8215884.cif,1.376,TRUE
8215887.cif,0.693,TRUE
8215893.cif,0.666,TRUE
8215947.cif,0.694,TRUE
8215956.cif,1.112,TRUE
8215962.cif,0.662,TRUE
8215971.cif,3.882,TRUE
8215996.cif,4.03,TRUE
8215999.cif,4.775,TRUE
8216005.cif,2.178,TRUE
8216023.cif,3.599,TRUE
8216035.cif,1.562,TRUE
8216038.cif,3.829,TRUE
8216094.cif,7.125,TRUE
8216100.cif,6.935,TRUE
8216103.cif,3.845,TRUE
8216111.cif,3.997,TRUE
8216114.cif,2.818,TRUE
8216117.cif,4.412,TRUE
8216120.cif,4.413,TRUE
8216123.cif,4.465,TRUE
8216131.cif,4.6,TRUE
8216134.cif,4.622,TRUE
8216150.cif,7.805,TRUE
8216153.cif,7.781,TRUE
8216193.cif,7.806,TRUE
8216211.cif,7.887,TRUE
8216220.cif,7.878,TRUE
8216261.cif,7.813,TRUE
8216270.cif,7.853,TRUE
8216273.cif,2.83,TRUE
8216276.cif,2.743,TRUE
8216299.cif,2.47,TRUE
8216314.cif,1.218,TRUE
8216336.cif,1.362,TRUE
8216362.cif,1.352,TRUE
8216420.cif,1.046,TRUE
8216427.cif,1.102,TRUE
8216430.cif,1.553,TRUE
8216446.cif,1.562,TRUE
8216455.cif,1.553,TRUE
8216477.cif,1.381,TRUE
8216483.cif,1.393,TRUE
8216489.cif,1.278,TRUE
8216502.cif,1.434,TRUE
8216547.cif,1.446,TRUE
8216611.cif,1.192,TRUE
8216636.cif,3.169,TRUE
8216642.cif,7.505,TRUE
8216648.cif,7.346,TRUE
8216651.cif,6.723,TRUE
8216656.cif,1.997,TRUE
8216659.cif,2.041,TRUE
8216675.cif,2.028,TRUE
8216678.cif,1.536,TRUE
8216682.cif,1.582,TRUE
8216686.cif,1.714,TRUE
8216692.cif,2.118,TRUE
8216695.cif,1.735,TRUE
8216701.cif,0.85,TRUE
8216707.cif,3.93,TRUE
8216731.cif,0.584,TRUE
8216745.cif,0.582,TRUE
8216755.cif,0.525,TRUE
8216782.cif,0.531,TRUE
8216797.cif,1.897,TRUE
8216818.cif,1.333,TRUE
8216822.cif,5.475,TRUE
8216825.cif,5.316,TRUE
8216852.cif,4.168,TRUE
8216953.cif,4.172,TRUE
8217002.cif,4.166,TRUE
8217006.cif,4.162,TRUE
8217009.cif,4.236,TRUE
8217012.cif,1.527,TRUE
8217018.cif,1.011,TRUE
8217025.cif,2.519,TRUE
8217136.cif,1.845,TRUE
8217261.cif,2.933,TRUE
8217266.cif,2.148,TRUE
8217275.cif,2.661,TRUE
8217278.cif,2.18,TRUE
8217282.cif,3.463,TRUE
8217285.cif,3.425,TRUE
8217289.cif,3.023,TRUE
8217296.cif,4.236,TRUE
8217306.cif,1.677,TRUE
8217316.cif,0.851,TRUE
8217335.cif,0.669,TRUE
8217363.cif,4.106,TRUE
8217369.cif,1.203,TRUE
8217383.cif,1.019,TRUE
8217467.cif,3.303,TRUE
8217480.cif,4.796,TRUE
8217483.cif,7.292,TRUE
8217489.cif,3.072,TRUE
8217492.cif,3.019,TRUE
8217501.cif,3.596,TRUE
8217522.cif,4.801,TRUE
8217525.cif,4.207,TRUE
8217590.cif,4.967,TRUE
8217619.cif,5.751,TRUE
8217622.cif,4.854,TRUE
8217665.cif,6.577,TRUE
8217674.cif,6.502,TRUE
8217693.cif,0.944,TRUE
8217710.cif,1.122,TRUE
8217717.cif,1.214,TRUE
8217723.cif,1.515,TRUE
8217726.cif,1.828,TRUE
8217740.cif,1.869,TRUE
8217743.cif,1.593,TRUE
8217746.cif,1.742,TRUE
8217756.cif,1.733,TRUE
8217759.cif,2.318,TRUE
8217762.cif,2.44,TRUE
8217775.cif,2.336,TRUE
8217782.cif,1.059,TRUE
8217788.cif,4.098,TRUE
8217794.cif,4.864,TRUE
8217812.cif,7.062,TRUE
8217816.cif,7.084,TRUE
8217819.cif,6.675,TRUE
8217825.cif,5.011,TRUE
8217943.cif,7.157,TRUE
8217955.cif,7.014,TRUE
8217958.cif,6.8,TRUE
8217967.cif,0.534,TRUE
8217973.cif,0.942,TRUE
8218030.cif,3.15,TRUE
8218036.cif,1.663,TRUE
8218074.cif,1.388,TRUE
8218079.cif,1.611,TRUE
8218134.cif,1.249,TRUE
8218137.cif,3.583,TRUE
8218187.cif,6.702,TRUE
8218196.cif,6.59,TRUE
8218289.cif,6.715,TRUE
8218293.cif,4.981,TRUE
8218296.cif,7.102,TRUE
8218314.cif,6.608,TRUE
8218320.cif,3.011,TRUE
8218347.cif,4.158,TRUE
8218413.cif,4.14,TRUE
8218432.cif,4.874,TRUE
8218451.cif,6.979,TRUE
8218457.cif,6.639,TRUE
8218467.cif,2.656,TRUE
8218569.cif,3.727,TRUE
8218629.cif,3.715,TRUE
8218674.cif,5.885,TRUE
8218683.cif,5.945,TRUE
8218692.cif,5.989,TRUE
8218743.cif,5.806,TRUE
8218746.cif,5.868,TRUE
8218756.cif,2.29,TRUE
8218790.cif,1.698,TRUE
8218799.cif,1.753,TRUE
8218833.cif,2.041,TRUE
8218839.cif,2.038,TRUE
8218860.cif,2.623,TRUE
8218907.cif,2.603,TRUE
8218953.cif,2.791,TRUE
8218956.cif,4.81,TRUE
8218962.cif,6.939,TRUE
8218968.cif,6.557,TRUE
8218986.cif,5.978,TRUE
8218993.cif,7.077,TRUE
8218996.cif,2.985,TRUE
8219011.cif,6.995,TRUE
8219020.cif,0.543,TRUE
8219026.cif,1.694,TRUE
8219032.cif,1.707,TRUE
8219035.cif,2.167,TRUE
8219057.cif,2.142,TRUE
8219072.cif,1.45,TRUE
8219108.cif,1.039,TRUE
8219126.cif,4.839,TRUE
8219157.cif,6.601,TRUE
8219163.cif,7.023,TRUE
8219211.cif,6.805,TRUE
8219224.cif,6.356,TRUE
8219239.cif,0.978,TRUE
8219242.cif,1.028,TRUE
8219251.cif,3.773,TRUE
8219305.cif,5.094,TRUE
8219722.cif,4.82,TRUE
8219736.cif,7.121,TRUE
8219800.cif,6.643,TRUE
8219809.cif,6.128,TRUE
8219830.cif,6.585,TRUE
8219842.cif,1.483,TRUE
8219845.cif,1.759,TRUE
8219854.cif,2.244,TRUE
8219857.cif,1.91,TRUE
8219870.cif,2.181,TRUE
8219875.cif,3.527,TRUE
8219931.cif,4.181,TRUE
8219934.cif,3.326,TRUE
8219963.cif,3.31,TRUE
8219982.cif,4.339,TRUE
8219998.cif,7.354,TRUE
8220001.cif,7.161,TRUE
8220057.cif,3.268,TRUE
8220071.cif,2.667,TRUE
8220079.cif,4.137,TRUE
8220104.cif,5.012,TRUE
8220129.cif,7.156,TRUE
8220132.cif,6.808,TRUE
8220135.cif,6.264,TRUE
8220144.cif,3.43,TRUE
8220158.cif,2.899,TRUE
8220164.cif,4.068,TRUE
8220196.cif,5.003,TRUE
8220203.cif,7.132,TRUE
8220206.cif,6.883,TRUE
8220341.cif,6.616,TRUE
8220344.cif,3.484,TRUE
8220356.cif,1.011,TRUE
8220372.cif,2.919,TRUE
8220375.cif,5.829,TRUE
8220381.cif,2.523,TRUE
8220392.cif,4.165,TRUE
8220399.cif,4.184,TRUE
8220407.cif,5.021,TRUE
8220487.cif,6.99,TRUE
8220516.cif,7.082,TRUE
8220919.cif,7.046,TRUE
8220937.cif,6.861,TRUE
8220944.cif,1.727,TRUE
8220965.cif,1.636,TRUE
8221015.cif,4.688,TRUE
8221836.cif,4.169,TRUE
8222033.cif,4.916,TRUE
8222076.cif,6.636,TRUE
8222113.cif,3.006,TRUE
8222120.cif,7.41,TRUE
8222150.cif,3.468,TRUE
8222161.cif,0.83,TRUE
8222170.cif,1.051,TRUE
8222253.cif,3.131,TRUE
8222275.cif,3.762,TRUE
8222300.cif,3.641,TRUE
8222311.cif,4.045,TRUE
8222319.cif,3.341,TRUE
8222446.cif,3.971,TRUE
8222465.cif,4.715,TRUE
8222761.cif,4.727,TRUE
8222771.cif,2.475,TRUE
8222797.cif,3.85,TRUE
8222808.cif,3.309,TRUE
8223014.cif,4.032,TRUE
8223018.cif,4.691,TRUE
8223023.cif,0.705,TRUE
8223141.cif,0.997,TRUE
8223148.cif,1.604,TRUE
8223194.cif,1.495,TRUE
8223795.cif,0.997,TRUE
8223927.cif,2.202,TRUE
8223948.cif,1.181,TRUE
8224004.cif,0.557,TRUE
8224036.cif,4.671,TRUE
8224054.cif,7.15,TRUE
8224121.cif,7.045,TRUE
8224193.cif,3.048,TRUE
8224482.cif,2.799,TRUE
8224705.cif,2.498,TRUE
8224743.cif,2.329,TRUE
8224835.cif,2.332,TRUE
8224845.cif,2.356,TRUE
8224852.cif,2.352,TRUE
8224996.cif,2.285,TRUE
8225010.cif,2.324,TRUE
8225013.cif,2.362,TRUE
8225231.cif,3.204,TRUE
8225401.cif,3.753,TRUE
8225466.cif,3.343,TRUE
8226404.cif,3.888,TRUE
8226413.cif,4.881,TRUE
8226444.cif,3.332,TRUE
8226514.cif,3.11,TRUE
8226526.cif,3.444,TRUE
8226529.cif,3.411,TRUE
8226532.cif,1.226,TRUE
8226535.cif,1.744,TRUE
8226540.cif,2.082,TRUE
8226543.cif,1.532,TRUE
8226552.cif,4.332,TRUE
8226564.cif,4.601,TRUE
8226702.cif,4.704,TRUE
8226756.cif,3.881,TRUE
8226780.cif,3.863,TRUE
8226789.cif,4.546,TRUE
8226797.cif,4.622,TRUE
8226800.cif,1.822,TRUE
8226806.cif,1.736,TRUE
8227030.cif,1.579,TRUE
8227039.cif,0.817,TRUE
8227048.cif,1.797,TRUE
8227069.cif,2.005,TRUE
8227072.cif,1.293,TRUE
8227086.cif,2.801,TRUE
8227093.cif,2.811,TRUE
8227240.cif,2.349,TRUE
8227399.cif,1.516,TRUE
8227408.cif,1.605,TRUE
8227411.cif,0.97,TRUE
8227417.cif,2.253,TRUE
8227459.cif,1.256,TRUE
8227465.cif,3.879,TRUE
8227468.cif,4.029,TRUE
8227471.cif,4.805,TRUE
8227474.cif,3.197,TRUE
8227480.cif,3.182,TRUE
8227486.cif,3.158,TRUE
8227532.cif,2.996,TRUE
8227535.cif,0.54,TRUE
8227561.cif,0.697,TRUE
8227564.cif,0.696,TRUE
8227699.cif,0.704,TRUE
8227702.cif,0.565,TRUE
8227711.cif,0.704,TRUE
8227793.cif,1.603,TRUE
8227822.cif,0.964,TRUE
8227873.cif,2.424,TRUE
8227876.cif,3.813,TRUE
8227879.cif,3.15,TRUE
8227899.cif,4.183,TRUE
8227902.cif,4.596,TRUE
8227905.cif,4.092,TRUE
8227911.cif,4.807,TRUE
8227914.cif,4.124,TRUE
8227973.cif,5.253,TRUE
8227976.cif,4.998,TRUE
8227979.cif,5.32,TRUE
8228076.cif,4.855,TRUE
8228207.cif,7.3,TRUE
8228246.cif,7.307,TRUE
8228525.cif,6.619,TRUE
8228530.cif,7.054,TRUE
8228536.cif,6.784,TRUE
8228540.cif,3.164,TRUE
8228561.cif,3.208,TRUE
8228570.cif,4.02,TRUE
8228592.cif,3.378,TRUE
8228595.cif,2.442,TRUE
8228616.cif,4.106,TRUE
8228629.cif,4.138,TRUE
8228745.cif,4.104,TRUE
8228781.cif,4.111,TRUE
8228794.cif,4.127,TRUE
8228797.cif,4.102,TRUE
8228921.cif,1.743,TRUE
8228968.cif,1.834,TRUE
8228971.cif,0.959,TRUE
8228976.cif,1.097,TRUE
8228983.cif,1.919,TRUE
8228992.cif,1.789,TRUE
8229038.cif,1.879,TRUE
8229041.cif,1.835,TRUE
8229044.cif,0.546,TRUE
8229047.cif,0.821,TRUE
8229051.cif,4.04,TRUE
8229131.cif,2.825,TRUE
8229199.cif,2.075,TRUE
8229213.cif,2.243,TRUE
8229221.cif,4.185,TRUE
8229232.cif,0.847,TRUE
8229235.cif,3.148,TRUE
8229249.cif,1.093,TRUE
8229252.cif,0.825,TRUE
8229261.cif,1.601,TRUE
8229270.cif,1.648,TRUE
8229292.cif,1.793,TRUE
8229300.cif,1.086,TRUE
8229313.cif,1.112,TRUE
8229324.cif,1.674,TRUE
8229327.cif,2.718,TRUE
8229333.cif,1.974,TRUE
8229341.cif,1.929,TRUE
8229371.cif,1.917,TRUE
8229388.cif,1.906,TRUE
8229391.cif,1.639,TRUE
8229547.cif,1.232,TRUE
8229559.cif,1.918,TRUE
8229562.cif,1.333,TRUE
8229572.cif,4.418,TRUE
8229579.cif,1.33,TRUE
8229582.cif,1.644,TRUE
8229586.cif,1.63,TRUE
8229594.cif,2.911,TRUE
8229619.cif,1.237,TRUE
8229628.cif,1.92,TRUE
8229634.cif,1.782,TRUE
8229646.cif,2.024,TRUE
8229721.cif,1.663,TRUE
8229727.cif,1.113,TRUE
8229730.cif,1.656,TRUE
8229733.cif,2.312,TRUE
8229758.cif,1.692,TRUE
8229761.cif,0.915,TRUE
8229767.cif,1.187,TRUE
8229805.cif,2.654,TRUE
8229910.cif,3.633,TRUE
8230084.cif,0.923,TRUE
8230111.cif,1.727,TRUE
8230333.cif,3.958,TRUE
8230487.cif,3.621,TRUE
8230537.cif,3.985,TRUE
8230784.cif,3.332,TRUE
8230958.cif,4.185,TRUE
8231071.cif,4.122,TRUE
8231088.cif,2.325,TRUE
8231100.cif,1.569,TRUE
8231113.cif,1.552,TRUE
8231133.cif,2.365,TRUE
8231203.cif,0.913,TRUE
8231242.cif,0.525,TRUE
8231279.cif,0.524,TRUE
8231282.cif,2.07,TRUE
8231300.cif,2.042,TRUE
8231308.cif,1.8,TRUE
8231322.cif,1.95,TRUE
8231325.cif,2.078,TRUE
8231338.cif,1.68,TRUE
8231341.cif,2.077,TRUE
8231400.cif,1.81,TRUE
8231409.cif,4.585,TRUE
8231428.cif,4.509,TRUE
8231453.cif,4.554,TRUE
8231462.cif,4.586,TRUE
8231479.cif,4.568,TRUE
8231494.cif,2.301,TRUE
8231549.cif,1.964,TRUE
8231564.cif,1.82,TRUE
8231621.cif,3.234,TRUE
8231624.cif,3.227,TRUE
8231681.cif,3.806,TRUE
8231748.cif,3.674,TRUE
8231751.cif,3.829,TRUE
8231757.cif,3.774,TRUE
8231760.cif,3.772,TRUE
8231766.cif,2.205,TRUE
8231769.cif,1.092,TRUE
8231784.cif,0.792,TRUE
8231788.cif,0.69,TRUE
8231795.cif,0.922,TRUE
8231798.cif,1.052,TRUE
8231801.cif,3.939,TRUE
8231804.cif,3.829,TRUE
8231807.cif,3.782,TRUE
8231858.cif,3.655,TRUE
8232087.cif,3.544,TRUE
